"AphiaID","phylum","class","order","family","genus","species","remove","records","reads","asvs","max_year","target_gene","source_obis","source_gbif","source_dna","category","redlist_category","vernacular","group","site","kingdom"
276538,"Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Lutjanus","Lutjanus goreensis",FALSE,2,NA,NA,2020,"",TRUE,TRUE,FALSE,"DD","DD","","fish","banc_d_arguin_national_park","Animalia"
159298,"Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Nicholsina","Nicholsina usta",FALSE,2,1478,4,2020,"12S;16S",TRUE,TRUE,TRUE,"LC","LC","emerald parrotfish","fish","banc_d_arguin_national_park","Animalia"
127057,"Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Pagellus","Pagellus acarne",FALSE,1,NA,NA,NA,"",TRUE,TRUE,FALSE,"LC","LC","axillary seabream, pageot blanc","fish","banc_d_arguin_national_park","Animalia"
127058,"Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Pagellus","Pagellus bellottii",FALSE,2,NA,NA,2020,"",TRUE,TRUE,FALSE,"LC","LC","red pandora, pageot à tache rouge","fish","banc_d_arguin_national_park","Animalia"
127059,"Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Pagellus","Pagellus bogaraveo",FALSE,NA,1989,5,NA,"12S;16S",FALSE,FALSE,TRUE,"NT","NT","blackspot seabream, daurade rose","fish","banc_d_arguin_national_park","Animalia"
127061,"Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Pagrus","Pagrus auriga",FALSE,1,NA,NA,NA,"",TRUE,TRUE,FALSE,"LC","LC","redbanded seabream, sar royal","fish","banc_d_arguin_national_park","Animalia"
127062,"Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Pagrus","Pagrus caeruleostictus",FALSE,4,48907,14,NA,"12S;16S",TRUE,TRUE,TRUE,"LC","LC","bluespotted seabream, pagre à points bleus","fish","banc_d_arguin_national_park","Animalia"
126945,"Chordata","Teleostei","Eupercaria incertae sedis","Haemulidae","Parapristipoma","Parapristipoma octolineatum",FALSE,1,NA,NA,NA,"",TRUE,TRUE,FALSE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
126946,"Chordata","Teleostei","Eupercaria incertae sedis","Haemulidae","Plectorhinchus","Plectorhinchus mediterraneus",FALSE,4,NA,NA,2003,"",TRUE,TRUE,FALSE,"DD","DD","","fish","banc_d_arguin_national_park","Animalia"
159333,"Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Pogonias","Pogonias cromis",FALSE,NA,29,1,NA,"16S",FALSE,FALSE,TRUE,"LC","LC","blackdrum","fish","banc_d_arguin_national_park","Animalia"
126947,"Chordata","Teleostei","Eupercaria incertae sedis","Haemulidae","Pomadasys","Pomadasys incisus",FALSE,13,15778,9,2020,"16S;COI",TRUE,TRUE,TRUE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
273507,"Chordata","Teleostei","Eupercaria incertae sedis","Haemulidae","Pomadasys","Pomadasys jubelini",FALSE,1,NA,NA,NA,"",TRUE,TRUE,FALSE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
273510,"Chordata","Teleostei","Eupercaria incertae sedis","Haemulidae","Pomadasys","Pomadasys perotaei",FALSE,1,71,3,NA,"16S;COI",TRUE,TRUE,TRUE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
273513,"Chordata","Teleostei","Eupercaria incertae sedis","Haemulidae","Pomadasys","Pomadasys rogerii",FALSE,5,NA,NA,2020,"",TRUE,TRUE,FALSE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
218562,"Chordata","Teleostei","Eupercaria incertae sedis","Haemulidae","Pomadasys","Pomadasys striatus",FALSE,NA,NA,NA,NA,"",FALSE,TRUE,FALSE,"LC","LC","striped grunter","fish","banc_d_arguin_national_park","Animalia"
127008,"Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Pseudotolithus","Pseudotolithus senegalensis",FALSE,2,NA,NA,NA,"",TRUE,TRUE,FALSE,"EN","EN","","fish","banc_d_arguin_national_park","Animalia"
273787,"Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Pseudotolithus","Pseudotolithus senegallus",FALSE,1,30482,4,NA,"12S",TRUE,TRUE,TRUE,"VU","VU","","fish","banc_d_arguin_national_park","Animalia"
127009,"Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Pseudotolithus","Pseudotolithus typus",FALSE,NA,266,3,NA,"12S",FALSE,FALSE,TRUE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
127064,"Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Sarpa","Sarpa salpa",FALSE,1,NA,NA,NA,"",TRUE,TRUE,FALSE,"LC","LC","Saunders's tern  , saupe","fish","banc_d_arguin_national_park","Animalia"
276050,"Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Scarus","Scarus hoefleri",FALSE,1,NA,NA,NA,"",TRUE,TRUE,FALSE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
127010,"Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Sciaena","Sciaena umbra",FALSE,3,22375,8,NA,"16S;COI",TRUE,TRUE,TRUE,"NT","NT","brown meagre, maigre","fish","banc_d_arguin_national_park","Animalia"
231441,"Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Sparisoma","Sparisoma cretense",FALSE,NA,NA,NA,NA,"",FALSE,TRUE,FALSE,"LC","LC","European parrotfish, perroquet","fish","banc_d_arguin_national_park","Animalia"
159301,"Chordata","Teleostei","Eupercaria incertae sedis","Scaridae","Sparisoma","Sparisoma rubripinne",FALSE,1,NA,NA,NA,"",TRUE,TRUE,FALSE,"LC","LC","redfin parrotfish","fish","banc_d_arguin_national_park","Animalia"
151523,"Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Sparus","Sparus aurata",FALSE,2,114071,18,NA,"12S;16S;COI",TRUE,TRUE,TRUE,"LC","LC","gilthead, dorade royale","fish","banc_d_arguin_national_park","Animalia"
1577356,"Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Spicara","Spicara altum",FALSE,1,NA,NA,NA,"",TRUE,TRUE,FALSE,"","","","fish","banc_d_arguin_national_park","Animalia"
127066,"Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Spondyliosoma","Spondyliosoma cantharus",FALSE,8,29848,17,2020,"12S;COI",TRUE,TRUE,TRUE,"LC","LC","Black Sea-bream, brème de mer","fish","banc_d_arguin_national_park","Animalia"
273566,"Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Symphodus","Symphodus bailloni",FALSE,3,13877,5,2020,"16S",TRUE,TRUE,TRUE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
273567,"Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Symphodus","Symphodus cinereus",FALSE,1,NA,NA,2020,"",TRUE,TRUE,FALSE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
273575,"Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Symphodus","Symphodus tinca",FALSE,3,NA,NA,2020,"",TRUE,TRUE,FALSE,"LC","LC","East Atlantic peacock wrasse","fish","banc_d_arguin_national_park","Animalia"
127011,"Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Umbrina","Umbrina canariensis",FALSE,2,NA,NA,NA,"",TRUE,TRUE,FALSE,"LC","LC","Canary drum","fish","banc_d_arguin_national_park","Animalia"
158964,"Chordata","Teleostei","Gadiformes","Moridae","Gadella","Gadella imberbis",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","beardless codling","fish","banc_d_arguin_national_park","Animalia"
158961,"Chordata","Teleostei","Gadiformes","Macrouridae","Hymenocephalus","Hymenocephalus italicus",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","glasshead grenadier","fish","banc_d_arguin_national_park","Animalia"
272473,"Chordata","Teleostei","Gadiformes","Moridae","Laemonema","Laemonema laureysi",FALSE,2,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
272457,"Chordata","Teleostei","Gadiformes","Merlucciidae","Merluccius","Merluccius polli",FALSE,2,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","Benguela hake, merlu d'Afrique tropicale","fish","banc_d_arguin_national_park","Animalia"
126473,"Chordata","Teleostei","Gadiformes","Macrouridae","Nezumia","Nezumia aequalis",FALSE,5,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","common Atlantic grenadier","fish","banc_d_arguin_national_park","Animalia"
126482,"Chordata","Teleostei","Gadiformes","Macrouridae","Trachyrincus","Trachyrincus scabrus",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","roughsnout grenadier","fish","banc_d_arguin_national_park","Animalia"
126513,"Chordata","Teleostei","Gobiesociformes","Gobiesocidae","Diplecogaster","Diplecogaster bimaculata",FALSE,2,NA,NA,NA,"",TRUE,TRUE,FALSE,"LC","LC","two-spotted clingfish, porte-écuelle","fish","banc_d_arguin_national_park","Animalia"
277418,"Chordata","Teleostei","Gobiiformes","Gobiidae","Awaous","Awaous commersoni",FALSE,NA,NA,NA,NA,"",FALSE,TRUE,FALSE,"VU","VU","","fish","banc_d_arguin_national_park","Animalia"
277623,"Chordata","Teleostei","Gobiiformes","Gobiidae","Bathygobius","Bathygobius casamancus",FALSE,NA,38,1,NA,"COI",FALSE,FALSE,TRUE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
209215,"Chordata","Teleostei","Gobiiformes","Gobiidae","Bathygobius","Bathygobius fuscus",FALSE,NA,52,1,NA,"16S",FALSE,FALSE,TRUE,"LC","LC","dusky frill-goby","fish","banc_d_arguin_national_park","Animalia"
126880,"Chordata","Teleostei","Gobiiformes","Gobiidae","Deltentosteus","Deltentosteus quadrimaculatus",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"","","","fish","banc_d_arguin_national_park","Animalia"
126890,"Chordata","Teleostei","Gobiiformes","Gobiidae","Gobius","Gobius gasteveni",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","Steven's goby","fish","banc_d_arguin_national_park","Animalia"
126892,"Chordata","Teleostei","Gobiiformes","Gobiidae","Gobius","Gobius niger",FALSE,1,119035,88,NA,"12S;16S;COI",TRUE,TRUE,TRUE,"LC","LC","black goby, gobie noir","fish","banc_d_arguin_national_park","Animalia"
126893,"Chordata","Teleostei","Gobiiformes","Gobiidae","Gobius","Gobius paganellus",FALSE,NA,217,2,NA,"16S",FALSE,FALSE,TRUE,"LC","LC","rock goby, gobie paganel","fish","banc_d_arguin_national_park","Animalia"
273440,"Chordata","Teleostei","Gobiiformes","Gobiidae","Gobius","Gobius senegambiensis",FALSE,1,NA,NA,NA,"",TRUE,TRUE,FALSE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
159408,"Chordata","Teleostei","Gobiiformes","Microdesmidae","Microdesmus","Microdesmus longipinnis",FALSE,NA,3603,4,NA,"12S",FALSE,FALSE,TRUE,"LC","LC","pink wormfish","fish","banc_d_arguin_national_park","Animalia"
126927,"Chordata","Teleostei","Gobiiformes","Gobiidae","Pomatoschistus","Pomatoschistus microps",FALSE,3,109264,74,2002,"16S;COI",TRUE,TRUE,TRUE,"LC","LC","common goby, gobie buhotte","fish","banc_d_arguin_national_park","Animalia"
126928,"Chordata","Teleostei","Gobiiformes","Gobiidae","Pomatoschistus","Pomatoschistus minutus",FALSE,2,NA,NA,2002,"",TRUE,TRUE,FALSE,"LC","LC","sand goby, gobie buhotte","fish","banc_d_arguin_national_park","Animalia"
126930,"Chordata","Teleostei","Gobiiformes","Gobiidae","Pomatoschistus","Pomatoschistus pictus",FALSE,1,NA,NA,NA,"",TRUE,TRUE,FALSE,"LC","LC","painted goby, gobie peint","fish","banc_d_arguin_national_park","Animalia"
282320,"Chordata","Teleostei","Gobiiformes","Gobiidae","Porogobius","Porogobius schlegelii",FALSE,NA,4601,5,NA,"16S",FALSE,FALSE,TRUE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
126540,"Chordata","Teleostei","Lophiiformes","Chaunacidae","Chaunax","Chaunax suttkusi",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
126554,"Chordata","Teleostei","Lophiiformes","Lophiidae","Lophius","Lophius budegassa",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"DD","DD","black-bellied angler, baudroie rousse","fish","banc_d_arguin_national_park","Animalia"
279546,"Chordata","Teleostei","Mugiliformes","Mugilidae","Aldrichetta","Aldrichetta forsteri",FALSE,NA,66,1,NA,"16S",FALSE,FALSE,TRUE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
1044127,"Chordata","Teleostei","Mugiliformes","Mugilidae","Chelon","Chelon auratus",FALSE,3,84525,22,2020,"12S;16S",TRUE,TRUE,TRUE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
1042829,"Chordata","Teleostei","Mugiliformes","Mugilidae","Chelon","Chelon dumerili",FALSE,9,813938,76,2020,"16S;COI",TRUE,TRUE,TRUE,"DD","DD","","fish","banc_d_arguin_national_park","Animalia"
126977,"Chordata","Teleostei","Mugiliformes","Mugilidae","Chelon","Chelon labrosus",FALSE,1,NA,NA,NA,"",TRUE,TRUE,FALSE,"LC","LC","thick-lipped grey mullet, muge lippu","fish","banc_d_arguin_national_park","Animalia"
1042830,"Chordata","Teleostei","Mugiliformes","Mugilidae","Chelon","Chelon ramada",FALSE,1,NA,NA,2020,"",TRUE,TRUE,FALSE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
1042831,"Chordata","Teleostei","Mugiliformes","Mugilidae","Chelon","Chelon richardsonii",FALSE,NA,2102,1,NA,"16S",FALSE,FALSE,TRUE,"","","","fish","banc_d_arguin_national_park","Animalia"
273647,"Chordata","Teleostei","Mugiliformes","Mugilidae","Mugil","Mugil bananensis",FALSE,NA,2315488,115,NA,"12S;16S;COI",FALSE,FALSE,TRUE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
126982,"Chordata","Teleostei","Mugiliformes","Mugilidae","Mugil","Mugil capurrii",FALSE,13,1449675,75,2020,"12S;16S;COI",TRUE,TRUE,TRUE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
1042873,"Chordata","Teleostei","Mugiliformes","Mugilidae","Neochelon","Neochelon falcipinnis",FALSE,3,372381,54,2002,"12S;16S;COI",TRUE,TRUE,TRUE,"DD","DD","","fish","banc_d_arguin_national_park","Animalia"
126987,"Chordata","Teleostei","Mulliformes","Mullidae","Pseudupeneus","Pseudupeneus prayensis",FALSE,NA,NA,NA,NA,"",FALSE,TRUE,FALSE,"VU","VU","West African goatfish, rouget du Sénégal","fish","banc_d_arguin_national_park","Animalia"
126661,"Chordata","Teleostei","Ophidiiformes","Carapidae","Carapus","Carapus acus",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
275895,"Chordata","Teleostei","Ophidiiformes","Ophidiidae","Dicrolene","Dicrolene introniger",FALSE,21,NA,NA,NA,"",TRUE,TRUE,FALSE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
126674,"Chordata","Teleostei","Ophidiiformes","Ophidiidae","Monomitopus","Monomitopus metriostoma",FALSE,2,NA,NA,NA,"",TRUE,TRUE,FALSE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
126675,"Chordata","Teleostei","Ophidiiformes","Ophidiidae","Ophidion","Ophidion barbatum",FALSE,2,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
275641,"Chordata","Teleostei","Ophidiiformes","Ophidiidae","Porogadus","Porogadus nudus",FALSE,3,NA,NA,NA,"",TRUE,TRUE,FALSE,"DD","DD","","fish","banc_d_arguin_national_park","Animalia"
127261,"Chordata","Teleostei","Perciformes","Triglidae","Chelidonichthys","Chelidonichthys lastoviza",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","streaked gurnard, grondin rouge rayé","fish","banc_d_arguin_national_park","Animalia"
127263,"Chordata","Teleostei","Perciformes","Triglidae","Chelidonichthys","Chelidonichthys obscurus",FALSE,2,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","long-finned gurnard","fish","banc_d_arguin_national_park","Animalia"
127032,"Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus aeneus",FALSE,6,5582,13,2020,"12S;16S",TRUE,TRUE,TRUE,"NT","NT","white grouper, mérou blanc","fish","banc_d_arguin_national_park","Animalia"
127033,"Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus caninus",FALSE,1,NA,NA,NA,"",TRUE,TRUE,FALSE,"","","dogtooth grouper, mérou gris","fish","banc_d_arguin_national_park","Animalia"
218207,"Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus fasciatus",FALSE,1,NA,NA,NA,"",TRUE,TRUE,FALSE,"LC","LC","blacktip grouper, mérou oriflamme","fish","banc_d_arguin_national_park","Animalia"
159353,"Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus itajara",FALSE,1,NA,NA,NA,"",TRUE,TRUE,FALSE,"VU","VU","itajara","fish","banc_d_arguin_national_park","Animalia"
127036,"Chordata","Teleostei","Perciformes","Serranidae","Epinephelus","Epinephelus marginatus",FALSE,2,3899,6,2020,"12S;16S",TRUE,TRUE,TRUE,"","","dusky grouper, mérou noir","fish","banc_d_arguin_national_park","Animalia"
127251,"Chordata","Teleostei","Perciformes","Sebastidae","Helicolenus","Helicolenus dactylopterus",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","bleumouth rockfish, sébaste chèvre","fish","banc_d_arguin_national_park","Animalia"
274886,"Chordata","Teleostei","Perciformes","Triglidae","Lepidotrigla","Lepidotrigla cadmani",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
274888,"Chordata","Teleostei","Perciformes","Triglidae","Lepidotrigla","Lepidotrigla carolae",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
127265,"Chordata","Teleostei","Perciformes","Triglidae","Lepidotrigla","Lepidotrigla dieuzeidei",FALSE,7,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
127039,"Chordata","Teleostei","Perciformes","Serranidae","Mycteroperca","Mycteroperca rubra",FALSE,1,528,1,NA,"16S",TRUE,TRUE,TRUE,"LC","LC","comb grouper, badèche rouge","fish","banc_d_arguin_national_park","Animalia"
275963,"Chordata","Teleostei","Perciformes","Serranidae","Rypticus","Rypticus saponaceus",FALSE,1,NA,NA,2020,"",TRUE,TRUE,FALSE,"LC","LC","greater soapfish","fish","banc_d_arguin_national_park","Animalia"
274698,"Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena angolensis",FALSE,2,NA,NA,NA,"",TRUE,TRUE,FALSE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
127242,"Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaena","Scorpaena elongata",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
273887,"Chordata","Teleostei","Perciformes","Serranidae","Serranus","Serranus accraensis",FALSE,3,NA,NA,1973,"",TRUE,TRUE,FALSE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
127041,"Chordata","Teleostei","Perciformes","Serranidae","Serranus","Serranus cabrilla",FALSE,NA,5,1,NA,"16S",FALSE,TRUE,TRUE,"LC","LC","comber, serran chevrette","fish","banc_d_arguin_national_park","Animalia"
127043,"Chordata","Teleostei","Perciformes","Serranidae","Serranus","Serranus scriba",FALSE,7,30,1,2020,"16S",TRUE,TRUE,TRUE,"LC","LC","painted comber, serran écriture","fish","banc_d_arguin_national_park","Animalia"
274043,"Chordata","Teleostei","Perciformes","Uranoscopidae","Uranoscopus","Uranoscopus polli",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
127128,"Chordata","Teleostei","Pleuronectiformes","Bothidae","Arnoglossus","Arnoglossus thori",FALSE,2,NA,NA,NA,"",TRUE,FALSE,FALSE,"DD","DD","Thor's scaldfish","fish","banc_d_arguin_national_park","Animalia"
274297,"Chordata","Teleostei","Pleuronectiformes","Soleidae","Bathysolea","Bathysolea polli",FALSE,3,NA,NA,2002,"",TRUE,TRUE,FALSE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
275695,"Chordata","Teleostei","Pleuronectiformes","Paralichthyidae","Citharichthys","Citharichthys stampflii",FALSE,2,NA,NA,2020,"",TRUE,TRUE,FALSE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
274214,"Chordata","Teleostei","Pleuronectiformes","Cynoglossidae","Cynoglossus","Cynoglossus monodi",FALSE,NA,NA,NA,NA,"",FALSE,TRUE,FALSE,"NT","NT","","fish","banc_d_arguin_national_park","Animalia"
274226,"Chordata","Teleostei","Pleuronectiformes","Cynoglossidae","Cynoglossus","Cynoglossus senegalensis",FALSE,5,4869,8,2020,"12S;16S",TRUE,TRUE,TRUE,"NT","NT","Senegalese tonguesole, sole-langue sénégalaise","fish","banc_d_arguin_national_park","Animalia"
403345,"Chordata","Teleostei","Pleuronectiformes","Soleidae","Dagetichthys","Dagetichthys lusitanicus",FALSE,7,NA,NA,2020,"",TRUE,TRUE,FALSE,"","","","fish","banc_d_arguin_national_park","Animalia"
127154,"Chordata","Teleostei","Pleuronectiformes","Soleidae","Dicologlossa","Dicologlossa cuneata",FALSE,6,NA,NA,NA,"",TRUE,TRUE,FALSE,"LC","LC","wedge sole, céteau","fish","banc_d_arguin_national_park","Animalia"
274298,"Chordata","Teleostei","Pleuronectiformes","Soleidae","Dicologlossa","Dicologlossa hexophthalma",FALSE,3,NA,NA,1999,"",TRUE,TRUE,FALSE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
274300,"Chordata","Teleostei","Pleuronectiformes","Soleidae","Microchirus","Microchirus boscanion",FALSE,9,NA,NA,NA,"",TRUE,FALSE,FALSE,"DD","DD","","fish","banc_d_arguin_national_park","Animalia"
274302,"Chordata","Teleostei","Pleuronectiformes","Soleidae","Microchirus","Microchirus ocellatus",FALSE,1,NA,NA,NA,"",TRUE,FALSE,FALSE,"DD","DD","foureyed sole, sole perdrix ocellée","fish","banc_d_arguin_national_park","Animalia"
1525242,"Chordata","Teleostei","Pleuronectiformes","Soleidae","Monochirus","Monochirus atlanticus",FALSE,1,NA,NA,NA,"",TRUE,TRUE,FALSE,"DD","DD","","fish","banc_d_arguin_national_park","Animalia"
127156,"Chordata","Teleostei","Pleuronectiformes","Soleidae","Pegusa","Pegusa lascaris",FALSE,5,NA,NA,2020,"",TRUE,TRUE,FALSE,"LC","LC","sand sole, sole-pole","fish","banc_d_arguin_national_park","Animalia"
274308,"Chordata","Teleostei","Pleuronectiformes","Soleidae","Pegusa","Pegusa triophthalma",FALSE,4,NA,NA,2020,"",TRUE,TRUE,FALSE,"","","","fish","banc_d_arguin_national_park","Animalia"
276823,"Chordata","Teleostei","Pleuronectiformes","Psettodidae","Psettodes","Psettodes belcheri",FALSE,5,NA,NA,2020,"",TRUE,TRUE,FALSE,"DD","DD","","fish","banc_d_arguin_national_park","Animalia"
276824,"Chordata","Teleostei","Pleuronectiformes","Psettodidae","Psettodes","Psettodes bennettii",FALSE,1,13468,5,NA,"16S;COI",TRUE,TRUE,TRUE,"DD","DD","","fish","banc_d_arguin_national_park","Animalia"
219788,"Chordata","Teleostei","Pleuronectiformes","Psettodidae","Psettodes","Psettodes erumei",FALSE,NA,84281,14,NA,"12S;16S",FALSE,FALSE,TRUE,"DD","DD","Indian spiny turbot","fish","banc_d_arguin_national_park","Animalia"
127159,"Chordata","Teleostei","Pleuronectiformes","Soleidae","Solea","Solea senegalensis",FALSE,17,111371,36,2020,"12S;16S;COI",TRUE,TRUE,TRUE,"DD","DD","Senegal sole, Sole du Sénégal","fish","banc_d_arguin_national_park","Animalia"
127160,"Chordata","Teleostei","Pleuronectiformes","Soleidae","Solea","Solea solea",FALSE,3,242,3,2002,"16S",TRUE,TRUE,TRUE,"DD","DD","Dover sole, sole","fish","banc_d_arguin_national_park","Animalia"
1577361,"Chordata","Teleostei","Pleuronectiformes","Paralichthyidae","Syacium","Syacium guineense",FALSE,NA,NA,NA,NA,"",FALSE,TRUE,FALSE,"","","","fish","banc_d_arguin_national_park","Animalia"
158877,"Chordata","Teleostei","Pleuronectiformes","Paralichthyidae","Syacium","Syacium micrurum",FALSE,3,NA,NA,NA,"",TRUE,TRUE,FALSE,"LC","LC","channel flounder","fish","banc_d_arguin_national_park","Animalia"
127134,"Chordata","Teleostei","Pleuronectiformes","Cynoglossidae","Symphurus","Symphurus nigrescens",FALSE,5,NA,NA,NA,"",TRUE,FALSE,FALSE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
151482,"Chordata","Teleostei","Scombriformes","Pomatomidae","Pomatomus","Pomatomus saltatrix",FALSE,1,1840,9,NA,"12S;16S",TRUE,TRUE,TRUE,"VU","VU","blue fish, tassergal","fish","banc_d_arguin_national_park","Animalia"
127025,"Chordata","Teleostei","Scombriformes","Scombridae","Scomberomorus","Scomberomorus tritor",FALSE,1,4689,2,NA,"16S",TRUE,TRUE,TRUE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
712438,"Chordata","Teleostei","Siluriformes","Ariidae","Carlarius","Carlarius heudelotii",FALSE,5,NA,NA,NA,"",TRUE,TRUE,FALSE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
1525989,"Chordata","Teleostei","Siluriformes","Ariidae","Carlarius","Carlarius latiscutatus",FALSE,2,40139,9,2002,"16S",TRUE,TRUE,TRUE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
1020768,"Chordata","Teleostei","Siluriformes","Ariidae","Carlarius","Carlarius parkii",FALSE,1,49711,12,NA,"16S",TRUE,TRUE,TRUE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
280676,"Chordata","Teleostei","Syngnathiformes","Syngnathidae","Enneacampus","Enneacampus kaupi",FALSE,2,NA,NA,2002,"",TRUE,TRUE,FALSE,"LC","LC","","fish","banc_d_arguin_national_park","Animalia"
159440,"Chordata","Teleostei","Syngnathiformes","Fistulariidae","Fistularia","Fistularia tabacaria",FALSE,6,472,4,2020,"12S;16S",TRUE,TRUE,TRUE,"LC","LC","bluespotted cometfish","fish","banc_d_arguin_national_park","Animalia"
127380,"Chordata","Teleostei","Syngnathiformes","Syngnathidae","Hippocampus","Hippocampus hippocampus",FALSE,13,NA,NA,2020,"",TRUE,TRUE,FALSE,"DD","DD","short-snouted seahorse, hippocampe commum","fish","banc_d_arguin_national_park","Animalia"
212237,"Chordata","Teleostei","Syngnathiformes","Syngnathidae","Hippocampus","Hippocampus kuda",FALSE,NA,283,2,NA,"16S",FALSE,FALSE,TRUE,"VU","VU","spotted seahorse","fish","banc_d_arguin_national_park","Animalia"
127378,"Chordata","Teleostei","Syngnathiformes","Centriscidae","Macroramphosus","Macroramphosus scolopax",FALSE,1,NA,NA,NA,"",TRUE,TRUE,FALSE,"LC","LC","longspine snipefish, bécasse de mer","fish","banc_d_arguin_national_park","Animalia"
